Date,Open,High,Low,Close,Adj Close,Volume,Episode 0,Episode 1,Episode 2,Episode 3,Episode 4,Episode 5,Episode 6,Episode 7,Episode 8,Episode 9,Episode 10,Episode 11,Episode 12,Episode 13,Episode 14,Episode 15,Episode 16,Episode 17,Episode 18,Episode 19,Episode 20,Episode 21,Episode 22,Episode 23,Episode 24,Episode 25,Episode 26,Episode 27,Episode 28,Episode 29,Episode 30,Episode 31,Episode 32,Episode 33,Episode 34,Episode 35,Episode 36,Episode 37,Episode 38,Episode 39,Episode 40,Episode 41,Episode 42,Episode 43,Episode 44,Episode 45,Episode 46,Episode 47,Episode 48,Episode 49,Episode 50,Episode 51,Episode 52,Episode 53,Episode 54,Episode 55,Episode 56,Episode 57,Episode 58,Episode 59,Episode 60,Episode 61,Episode 62,Episode 63,Episode 64,Episode 65,Episode 66,Episode 67,Episode 68,Episode 69,Episode 70,Episode 71,Episode 72,Episode 73,Episode 74,Episode 75,Episode 76,Episode 77,Episode 78,Episode 79,Episode 80,Episode 81,Episode 82,Episode 83,Episode 84,Episode 85,Episode 86,Episode 87,Episode 88,Episode 89,Episode 90,Episode 91,Episode 92,Episode 93,Episode 94,Episode 95,Episode 96,Episode 97,Episode 98,Episode 99,Episode 100
2008-01-15,1411.880005,1411.880005,1380.599976,1380.949951,1380.949951,4601640000,9984.84,9973.17,9953.86,9964.47,10007.12,9961.97,9958.41,9978.56,9969.09,9951.97,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,10000.00,10000.00,10000.00,9973.17,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,10000.00,10000.00,10000.00,9969.02,10000.00,10000.00,9947.82,9949.31,9921.83,10000.00,9985.92,9943.03,10000.00,9952.81,9957.36,9901.44,9961.97,9925.61,9983.35,9978.80,9964.47,10007.12,9985.21,9975.67,9978.56,9930.16,9936.22,9978.56,10000.00,9989.39,9952.81,9969.02,9947.82,9921.83,10000.00,9912.36,10000.00,10000.00,9951.97,10000.00,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,9909.86,9978.80,9905.24,9967.35,9943.34,10000.00,9874.92,9890.24,9944.69,9961.51,9953.71,9990.00,9920.75,9927.03,10004.55,9933.50,9943.27,9978.43,9954.70,9990.69,9963.63,9987.56,9870.77,10001.89,9943.27
2008-01-16,1377.410034,1391.989990,1364.270020,1373.199951,1373.199951,5440620000,9984.84,9973.17,9953.86,9944.40,9967.74,9931.29,9919.03,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,10000.00,10000.00,10000.00,9973.17,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,10000.00,10000.00,10000.00,9969.02,10000.00,10000.00,9881.61,9949.31,9921.83,10000.00,9985.92,9943.03,10000.00,9952.81,9957.36,9873.26,9931.29,9925.61,9983.35,9978.80,9964.47,9967.74,9985.21,9975.67,9978.56,9894.93,9936.22,9943.33,10000.00,9954.16,9952.81,9969.02,9947.82,9891.15,10000.00,9912.36,10000.00,10000.00,9951.97,10000.00,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,9909.86,9978.80,9839.03,9967.35,9934.10,9960.62,9874.92,9890.24,9944.69,9933.33,9953.71,9969.93,9892.57,9896.35,9969.25,9898.20,9943.27,9978.43,9954.70,9990.69,9935.45,9987.56,9840.09,10001.89,9943.27
2008-01-17,1374.790039,1377.719971,1330.670044,1333.250000,1333.250000,5303130000,9984.84,9973.17,9953.86,9944.40,9967.74,9931.29,9919.03,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,10000.00,10000.00,10000.00,9973.17,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,10000.00,10000.00,10000.00,9969.02,10000.00,10000.00,9881.61,9949.31,9921.83,10000.00,9985.92,9943.03,9904.84,9952.81,9914.38,9873.26,9931.29,9925.61,9966.36,9978.80,9964.47,9939.92,9985.21,9975.67,9950.74,9894.93,9936.22,9907.40,10000.00,9918.23,9952.81,9969.02,9947.82,9891.15,10000.00,9912.36,10000.00,10000.00,9878.01,10000.00,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,9909.86,9904.84,9796.05,9967.35,9898.17,9960.62,9874.92,9882.49,9944.69,9933.33,9953.71,9926.88,9892.57,9853.37,9969.25,9898.20,9943.27,9978.43,9954.70,9990.69,9935.45,9987.56,9840.09,9974.07,9943.27
2008-01-18,1333.900024,1350.280029,1312.510010,1325.189941,1325.189941,6004840000,9927.90,9890.24,9953.86,9861.40,9967.74,9931.29,9919.03,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,10000.00,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,10000.00,10000.00,10000.00,9969.02,10000.00,10000.00,9881.61,9949.31,9921.83,10000.00,9985.92,9860.10,9904.84,9952.81,9914.38,9786.18,9931.29,9925.61,9966.36,9978.80,9964.47,9939.92,9985.21,9975.67,9950.74,9894.93,9936.22,9820.32,10000.00,9831.15,9952.81,9969.02,9869.44,9891.15,10000.00,9912.36,10000.00,10000.00,9878.01,10000.00,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,9909.86,9904.84,9796.05,9967.35,9898.17,9892.85,9874.92,9882.49,9944.69,9865.56,9953.71,9926.88,9824.80,9796.43,9969.25,9898.20,9903.32,9938.48,9914.75,9942.99,9935.45,9939.86,9783.15,9891.07,9943.27
2008-01-22,1312.939941,1322.089966,1274.290039,1310.500000,1310.500000,6544690000,9927.90,9890.24,9953.86,9861.40,9967.74,9931.29,9919.03,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,10000.00,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,10000.00,10000.00,10000.00,9969.02,10000.00,10000.00,9881.61,9884.31,9835.39,10000.00,9985.92,9776.16,9782.87,9952.81,9830.44,9786.18,9931.29,9860.61,9882.42,9978.80,9964.47,9939.92,9985.21,9967.61,9894.98,9829.93,9936.22,9744.49,10000.00,9831.15,9857.67,9969.02,9869.44,9891.15,10000.00,9912.36,10000.00,10000.00,9878.01,10000.00,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,9909.86,9904.84,9731.05,9883.41,9898.17,9892.85,9874.92,9882.49,9944.69,9865.56,9897.95,9918.82,9824.80,9796.43,9961.19,9898.20,9903.32,9938.48,9914.75,9894.98,9935.45,9939.86,9783.15,9835.31,9943.27
2008-01-23,1310.410034,1339.089966,1270.050049,1338.599976,1338.599976,3241680000,9927.90,9890.24,9953.86,9861.40,9967.74,9931.29,9919.03,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,10000.00,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,10000.00,10000.00,10000.00,9969.02,10000.00,10000.00,9881.61,9785.68,9835.39,9898.87,9985.92,9776.16,9782.87,9952.81,9720.61,9786.18,9825.61,9770.09,9882.42,9978.80,9964.47,9939.92,9985.21,9967.61,9872.23,9720.10,9936.22,9744.49,10000.00,9831.15,9857.67,9969.02,9869.44,9891.15,10000.00,9912.36,10000.00,10000.00,9878.01,10000.00,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,9842.14,9909.86,9904.84,9731.05,9883.41,9898.17,9892.85,9874.92,9867.80,9944.69,9865.56,9835.25,9918.82,9824.80,9697.80,9961.19,9898.20,9903.32,9938.48,9914.75,9894.98,9935.45,9939.86,9783.15,9835.31,9833.44
2008-01-24,1340.130005,1355.150024,1334.310059,1352.069946,1352.069946,5735300000,9927.90,9890.24,9981.96,9861.40,9967.74,9879.70,9919.03,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,10000.00,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,10000.00,10000.00,10000.00,9969.02,10000.00,10000.00,9881.61,9785.68,9835.39,9821.29,9985.92,9776.16,9705.29,9918.21,9642.96,9786.18,9774.02,9770.09,9800.69,9978.80,9964.47,9939.92,9985.21,9967.61,9872.23,9720.10,9964.32,9744.49,10000.00,9831.15,9857.67,9860.46,9817.85,9813.57,10000.00,9803.80,10000.00,10000.00,9878.01,9870.24,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,9842.14,9909.86,9904.84,9731.05,9883.41,9898.17,9892.85,9797.34,9867.80,9902.34,9865.56,9835.25,9918.82,9747.15,9620.15,9961.19,9926.30,9903.32,9938.48,9914.75,9923.08,9873.03,9939.86,9712.62,9863.41,9771.02
2008-01-25,1357.319946,1368.560059,1327.500000,1330.609985,1330.609985,4882250000,9927.90,9890.24,9981.96,9861.40,9967.74,9879.70,9919.03,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,10000.00,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,10000.00,10000.00,10000.00,9969.02,10000.00,10000.00,9881.61,9717.42,9835.39,9821.29,9985.92,9776.16,9705.29,9918.21,9642.96,9786.18,9774.02,9770.09,9751.74,9992.27,9964.47,9953.39,9985.21,9967.61,9872.23,9720.10,9964.32,9744.49,9883.71,9831.15,9857.67,9860.46,9817.85,9813.57,10000.00,9803.80,10000.00,10000.00,9878.01,9870.24,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,9842.14,9909.86,9904.84,9731.05,9883.41,9829.91,9828.67,9797.34,9867.80,9902.34,9865.56,9835.25,9932.29,9747.15,9647.03,9961.19,9926.30,9930.20,9938.48,9914.75,9923.08,9873.03,9918.73,9712.62,9863.41,9771.02
2008-01-28,1330.699951,1353.969971,1322.260010,1353.959961,1353.959961,4100930000,9927.90,9830.66,9981.96,9861.40,9967.74,9789.98,9919.03,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,9918.98,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,9862.25,10000.00,10000.00,9969.02,10000.00,10000.00,9881.61,9717.42,9749.82,9761.71,9985.92,9776.16,9645.71,9918.21,9592.62,9786.18,9774.02,9770.09,9666.10,9992.27,9943.01,9953.39,9985.21,9967.61,9864.24,9634.46,9942.86,9658.85,9767.16,9831.15,9857.67,9860.46,9739.33,9735.05,9862.25,9718.23,10000.00,10000.00,9878.01,9870.24,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,9842.14,9793.31,9823.82,9641.33,9797.77,9759.50,9786.08,9797.34,9867.80,9902.34,9865.56,9835.25,9932.29,9704.56,9647.03,9961.19,9926.30,9950.31,9938.48,9914.75,9923.08,9873.03,9918.73,9712.62,9863.41,9771.02
2008-01-29,1355.939941,1364.930054,1350.189941,1362.300049,1362.300049,4232960000,9927.90,9830.66,9981.96,9890.17,9920.68,9789.98,9899.79,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,9918.98,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,9862.25,10000.00,10000.00,9969.02,10000.00,9885.60,9881.61,9717.42,9749.82,9761.71,9985.92,9776.16,9645.71,9918.21,9592.62,9786.18,9711.73,9770.09,9666.10,9992.27,9943.01,9953.39,10008.56,9967.61,9866.13,9615.22,9942.86,9658.85,9673.96,9831.15,9810.61,9802.79,9739.33,9735.05,9862.25,9718.23,10000.00,10000.00,9878.01,9870.24,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,9842.14,9793.31,9761.60,9594.27,9797.77,9759.50,9786.08,9761.11,9869.69,9902.34,9803.27,9855.96,9955.64,9733.33,9670.38,9961.19,9926.30,9965.67,9940.37,9914.75,9923.08,9810.74,9947.50,9646.25,9886.76,9708.73
2008-01-30,1362.219971,1385.859985,1352.949951,1355.810059,1355.810059,4742760000,9927.90,9830.66,9981.96,9890.17,9920.68,9789.98,9899.79,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,9918.98,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,9862.25,10000.00,10000.00,9969.02,10000.00,9885.60,9881.61,9717.42,9749.82,9761.71,9985.92,9776.16,9645.71,9918.21,9621.67,9732.23,9711.73,9770.09,9666.10,9992.27,9943.01,9953.39,10008.56,9975.95,9866.13,9638.92,9942.86,9658.85,9673.96,9831.15,9810.61,9774.90,9681.30,9735.05,9777.39,9718.23,10000.00,10000.00,9878.01,9870.24,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,10000.00,9842.14,9793.31,9761.60,9594.27,9797.77,9759.50,9823.19,9761.11,9869.69,9902.34,9803.27,9855.96,9955.64,9733.33,9670.38,9961.19,9926.30,9965.67,9940.37,9923.09,9954.77,9810.74,9947.50,9646.25,9886.76,9708.73
2008-01-31,1351.979980,1385.619995,1334.079956,1378.550049,1378.550049,4970290000,9927.90,9830.66,9981.96,9890.17,9920.68,9789.98,9930.41,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,9918.98,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,10000.00,10000.00,10000.00,9947.82,9921.83,9862.25,10000.00,10000.00,9969.02,10000.00,9885.60,9881.61,9717.42,9749.82,9761.71,9985.92,9776.16,9592.39,9918.21,9625.41,9732.23,9711.73,9744.95,9640.96,9994.12,9943.01,9953.39,10008.56,9975.95,9866.13,9642.66,9942.86,9704.16,9673.96,9831.15,9810.61,9774.90,9636.09,9735.05,9777.39,9718.23,9887.45,10000.00,9878.01,9870.24,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,9887.45,9842.14,9793.31,9761.60,9533.83,9797.77,9759.50,9868.50,9761.11,9894.89,9884.95,9803.27,9873.17,9955.64,9733.33,9663.89,9954.70,9926.30,9965.67,9965.57,9923.09,9956.62,9793.35,9947.50,9628.86,9880.27,9683.59
2008-02-01,1378.599976,1396.020020,1375.930054,1395.420044,1395.420044,4650770000,9927.90,9792.96,9981.96,9890.17,9920.68,9789.98,9998.46,9978.56,9969.09,9885.76,10000.00,9951.97,10000.00,9921.83,9951.97,10000.00,9918.98,10000.00,9864.89,9905.40,9886.09,9943.06,10000.00,9931.39,10000.00,10000.00,9947.82,9921.83,9862.25,10000.00,10000.00,9969.02,9910.19,9885.60,9881.61,9717.42,9749.82,9761.71,9985.92,9734.38,9550.61,9918.21,9625.41,9737.58,9717.08,9790.25,9640.96,10010.37,9943.01,9976.13,10008.56,9975.95,9866.13,9642.66,9942.86,9704.16,9640.88,9831.15,9810.61,9774.90,9636.09,9735.05,9777.39,9718.23,9887.45,10000.00,9878.01,9870.24,10000.00,9978.80,10000.00,10000.00,10000.00,10000.00,9887.45,9842.14,9793.31,9761.60,9579.13,9795.37,9804.80,9908.45,9730.53,9911.14,9884.95,9808.62,9899.65,9955.64,9801.38,9663.89,9954.70,9942.55,9965.67,9981.82,9923.09,9956.62,9793.35,10015.55,9628.86,9880.27,9688.94
